genotype	treatment	timepoint	replicate	total	hue	count
Col-0	CPB	17	1	2056860	113	2
Col-0	CPB	17	1	2056860	114	0
Col-0	CPB	17	1	2056860	115	0
Col-0	CPB	17	1	2056860	116	1
Col-0	CPB	17	1	2056860	117	0
Col-0	CPB	17	1	2056860	118	0
Col-0	CPB	17	1	2056860	119	0
Col-0	CPB	17	1	2056860	120	0
Col-0	CPB	17	1	2056860	121	0
Col-0	CPB	17	1	2056860	122	2
Col-0	CPB	17	1	2056860	123	0
Col-0	CPB	17	1	2056860	124	0
Col-0	CPB	17	1	2056860	125	0
Col-0	CPB	17	1	2056860	126	0
Col-0	CPB	17	1	2056860	127	0
Col-0	CPB	17	1	2056860	128	0
Col-0	CPB	17	1	2056860	129	0
Col-0	CPB	17	1	2056860	130	0
Col-0	CPB	17	1	2056860	131	0
Col-0	CPB	17	1	2056860	132	0
Col-0	CPB	17	1	2056860	133	0
Col-0	CPB	17	1	2056860	134	0
Col-0	CPB	17	1	2056860	135	0
Col-0	CPB	17	1	2056860	136	0
Col-0	CPB	17	1	2056860	137	0
Col-0	CPB	17	1	2056860	138	0
Col-0	CPB	17	1	2056860	139	0
Col-0	CPB	17	1	2056860	140	0
Col-0	CPB	17	1	2056860	141	0
Col-0	CPB	17	1	2056860	142	0
Col-0	CPB	17	1	2056860	143	0
Col-0	CPB	17	1	2056860	144	0
Col-0	CPB	17	1	2056860	145	0
Col-0	CPB	17	1	2056860	146	1
Col-0	CPB	17	1	2056860	147	0
Col-0	CPB	17	1	2056860	148	0
Col-0	CPB	17	1	2056860	149	0
Col-0	CPB	17	1	2056860	150	0
Col-0	CPB	17	1	2056860	151	0
Col-0	CPB	17	1	2056860	152	0
Col-0	CPB	17	1	2056860	153	0
Col-0	CPB	17	1	2056860	154	0
Col-0	CPB	17	1	2056860	155	0
Col-0	CPB	17	1	2056860	156	0
Col-0	CPB	17	1	2056860	157	0
Col-0	CPB	17	1	2056860	158	0
Col-0	CPB	17	1	2056860	159	0
Col-0	CPB	17	1	2056860	160	0
Col-0	CPB	17	1	2056860	161	0
Col-0	CPB	17	1	2056860	162	0
Col-0	CPB	17	1	2056860	163	0
Col-0	CPB	17	1	2056860	164	0
Col-0	CPB	17	1	2056860	165	0
Col-0	CPB	17	1	2056860	166	0
Col-0	CPB	17	1	2056860	167	0
Col-0	CPB	17	1	2056860	168	0
Col-0	CPB	17	1	2056860	169	0
Col-0	CPB	17	1	2056860	170	1
Col-0	CPB	17	1	2056860	171	0
Col-0	CPB	17	1	2056860	172	0
Col-0	CPB	17	1	2056860	173	0
Col-0	CPB	17	1	2056860	174	0
Col-0	CPB	17	1	2056860	175	0
Col-0	CPB	17	1	2056860	176	0
Col-0	CPB	17	1	2056860	177	0
Col-0	CPB	17	1	2056860	178	0
Col-0	CPB	17	1	2056860	179	0
Col-0	CPB	-1	1	626332	0	0
Col-0	CPB	-1	1	626332	1	0
Col-0	CPB	-1	1	626332	2	0
Col-0	CPB	-1	1	626332	3	0
Col-0	CPB	-1	1	626332	4	0
Col-0	CPB	-1	1	626332	5	0
Col-0	CPB	-1	1	626332	6	0
Col-0	CPB	-1	1	626332	7	0
Col-0	CPB	-1	1	626332	8	0
Col-0	CPB	-1	1	626332	9	0
Col-0	CPB	-1	1	626332	10	0
Col-0	CPB	-1	1	626332	11	0
Col-0	CPB	-1	1	626332	12	0
Col-0	CPB	-1	1	626332	13	0
Col-0	CPB	-1	1	626332	14	0
Col-0	CPB	-1	1	626332	15	0
Col-0	CPB	-1	1	626332	16	0
Col-0	CPB	-1	1	626332	17	0
Col-0	CPB	-1	1	626332	18	0
Col-0	CPB	-1	1	626332	19	0
Col-0	CPB	-1	1	626332	20	0
Col-0	CPB	-1	1	626332	21	0
Col-0	CPB	-1	1	626332	22	0
Col-0	CPB	-1	1	626332	23	0
Col-0	CPB	-1	1	626332	24	0
Col-0	CPB	-1	1	626332	25	0
Col-0	CPB	-1	1	626332	26	0
Col-0	CPB	-1	1	626332	27	0
Col-0	CPB	-1	1	626332	28	0
Col-0	CPB	-1	1	626332	29	0
Col-0	CPB	-1	1	626332	30	0
Col-0	CPB	-1	1	626332	31	0
Col-0	CPB	-1	1	626332	32	0
Col-0	CPB	-1	1	626332	33	0
Col-0	CPB	-1	1	626332	34	0
Col-0	CPB	-1	1	626332	35	0
Col-0	CPB	-1	1	626332	36	0
Col-0	CPB	-1	1	626332	37	0
Col-0	CPB	-1	1	626332	38	0
Col-0	CPB	-1	1	626332	39	0
Col-0	CPB	-1	1	626332	40	0
Col-0	CPB	-1	1	626332	41	172
Col-0	CPB	-1	1	626332	42	1022
Col-0	CPB	-1	1	626332	43	2586
Col-0	CPB	-1	1	626332	44	4199
Col-0	CPB	-1	1	626332	45	6279
Col-0	CPB	-1	1	626332	46	8230
Col-0	CPB	-1	1	626332	47	11829
Col-0	CPB	-1	1	626332	48	24629
Col-0	CPB	-1	1	626332	49	55111
Col-0	CPB	-1	1	626332	50	133208
Col-0	CPB	-1	1	626332	51	116470
Col-0	CPB	-1	1	626332	52	110351
Col-0	CPB	-1	1	626332	53	53570
Col-0	CPB	-1	1	626332	54	37259
Col-0	CPB	-1	1	626332	55	20789
Col-0	CPB	-1	1	626332	56	10176
Col-0	CPB	-1	1	626332	57	6593
Col-0	CPB	-1	1	626332	58	4440
Col-0	CPB	-1	1	626332	59	2735
Col-0	CPB	-1	1	626332	60	1241
Col-0	CPB	-1	1	626332	61	1663
Col-0	CPB	-1	1	626332	62	1210
Col-0	CPB	-1	1	626332	63	1051
Col-0	CPB	-1	1	626332	64	979
Col-0	CPB	-1	1	626332	65	1019
Col-0	CPB	-1	1	626332	66	713
Col-0	CPB	-1	1	626332	67	610
Col-0	CPB	-1	1	626332	68	766
Col-0	CPB	-1	1	626332	69	526
Col-0	CPB	-1	1	626332	70	451
Col-0	CPB	-1	1	626332	71	414
Col-0	CPB	-1	1	626332	72	427
Col-0	CPB	-1	1	626332	73	477
Col-0	CPB	-1	1	626332	74	406
Col-0	CPB	-1	1	626332	75	304
Col-0	CPB	-1	1	626332	76	348
Col-0	CPB	-1	1	626332	77	540
Col-0	CPB	-1	1	626332	78	250
Col-0	CPB	-1	1	626332	79	140
Col-0	CPB	-1	1	626332	80	380
Col-0	CPB	-1	1	626332	81	251
Col-0	CPB	-1	1	626332	82	204
Col-0	CPB	-1	1	626332	83	402
Col-0	CPB	-1	1	626332	84	251
Col-0	CPB	-1	1	626332	85	252
Col-0	CPB	-1	1	626332	86	180
Col-0	CPB	-1	1	626332	87	214
Col-0	CPB	-1	1	626332	88	299
Col-0	CPB	-1	1	626332	89	295
Col-0	CPB	-1	1	626332	90	163
Col-0	CPB	-1	1	626332	91	246
Col-0	CPB	-1	1	626332	92	10
Col-0	CPB	-1	1	626332	93	2
Col-0	CPB	-1	1	626332	94	0
Col-0	CPB	-1	1	626332	95	0
Col-0	CPB	-1	1	626332	96	0
Col-0	CPB	-1	1	626332	97	0
Col-0	CPB	-1	1	626332	98	0
Col-0	CPB	-1	1	626332	99	0
Col-0	CPB	-1	1	626332	100	0
Col-0	CPB	-1	1	626332	101	0
Col-0	CPB	-1	1	626332	102	0
Col-0	CPB	-1	1	626332	103	0
Col-0	CPB	-1	1	626332	104	0
Col-0	CPB	-1	1	626332	105	0
Col-0	CPB	-1	1	626332	106	0
Col-0	CPB	-1	1	626332	107	0
Col-0	CPB	-1	1	626332	108	0
Col-0	CPB	-1	1	626332	109	0
Col-0	CPB	-1	1	626332	110	0
Col-0	CPB	-1	1	626332	111	0
Col-0	CPB	-1	1	626332	112	0
Col-0	CPB	-1	1	626332	113	0
Col-0	CPB	-1	1	626332	114	0
Col-0	CPB	-1	1	626332	115	0
Col-0	CPB	-1	1	626332	116	0
Col-0	CPB	-1	1	626332	117	0
Col-0	CPB	-1	1	626332	118	0
Col-0	CPB	-1	1	626332	119	0
Col-0	CPB	-1	1	626332	120	0
Col-0	CPB	-1	1	626332	121	0
Col-0	CPB	-1	1	626332	122	0
Col-0	CPB	-1	1	626332	123	0
Col-0	CPB	-1	1	626332	124	0
Col-0	CPB	-1	1	626332	125	0
Col-0	CPB	-1	1	626332	126	0
Col-0	CPB	-1	1	626332	127	0
Col-0	CPB	-1	1	626332	128	0
Col-0	CPB	-1	1	626332	129	0
Col-0	CPB	-1	1	626332	130	0
Col-0	CPB	-1	1	626332	131	0
Col-0	CPB	-1	1	626332	132	0
Col-0	CPB	-1	1	626332	133	0
Col-0	CPB	-1	1	626332	134	0
Col-0	CPB	-1	1	626332	135	0
Col-0	CPB	-1	1	626332	136	0
Col-0	CPB	-1	1	626332	137	0
Col-0	CPB	-1	1	626332	138	0
Col-0	CPB	-1	1	626332	139	0
Col-0	CPB	-1	1	626332	140	0
Col-0	CPB	-1	1	626332	141	0
Col-0	CPB	-1	1	626332	142	0
Col-0	CPB	-1	1	626332	143	0
Col-0	CPB	-1	1	626332	144	0
Col-0	CPB	-1	1	626332	145	0
Col-0	CPB	-1	1	626332	146	0
Col-0	CPB	-1	1	626332	147	0
Col-0	CPB	-1	1	626332	148	0
Col-0	CPB	-1	1	626332	149	0
Col-0	CPB	-1	1	626332	150	0
Col-0	CPB	-1	1	626332	151	0
Col-0	CPB	-1	1	626332	152	0
Col-0	CPB	-1	1	626332	153	0
Col-0	CPB	-1	1	626332	154	0
Col-0	CPB	-1	1	626332	155	0
Col-0	CPB	-1	1	626332	156	0
Col-0	CPB	-1	1	626332	157	0
Col-0	CPB	-1	1	626332	158	0
Col-0	CPB	-1	1	626332	159	0
Col-0	CPB	-1	1	626332	160	0
Col-0	CPB	-1	1	626332	161	0
Col-0	CPB	-1	1	626332	162	0
Col-0	CPB	-1	1	626332	163	0
Col-0	CPB	-1	1	626332	164	0
Col-0	CPB	-1	1	626332	165	0
Col-0	CPB	-1	1	626332	166	0
Col-0	CPB	-1	1	626332	167	0
Col-0	CPB	-1	1	626332	168	0
Col-0	CPB	-1	1	626332	169	0
Col-0	CPB	-1	1	626332	170	0
Col-0	CPB	-1	1	626332	171	0
Col-0	CPB	-1	1	626332	172	0
Col-0	CPB	-1	1	626332	173	0
Col-0	CPB	-1	1	626332	174	0
Col-0	CPB	-1	1	626332	175	0
Col-0	CPB	-1	1	626332	176	0
Col-0	CPB	-1	1	626332	177	0
Col-0	CPB	-1	1	626332	178	0
Col-0	CPB	-1	1	626332	179	0
Col-0	CPB	1	1	711112	0	0
Col-0	CPB	1	1	711112	1	0
Col-0	CPB	1	1	711112	2	0
Col-0	CPB	1	1	711112	3	0
Col-0	CPB	1	1	711112	4	0
Col-0	CPB	1	1	711112	5	0
Col-0	CPB	1	1	711112	6	0
Col-0	CPB	1	1	711112	7	0
Col-0	CPB	1	1	711112	8	0
Col-0	CPB	1	1	711112	9	0
Col-0	CPB	1	1	711112	10	0
Col-0	CPB	1	1	711112	11	0
Col-0	CPB	1	1	711112	12	0
Col-0	CPB	1	1	711112	13	0
Col-0	CPB	1	1	711112	14	0
Col-0	CPB	1	1	711112	15	0
Col-0	CPB	1	1	711112	16	0
Col-0	CPB	1	1	711112	17	0
Col-0	CPB	1	1	711112	18	0
Col-0	CPB	1	1	711112	19	0
Col-0	CPB	1	1	711112	20	0
Col-0	CPB	1	1	711112	21	0
Col-0	CPB	1	1	711112	22	0
Col-0	CPB	1	1	711112	23	0
Col-0	CPB	1	1	711112	24	0
Col-0	CPB	1	1	711112	25	0
Col-0	CPB	1	1	711112	26	0
Col-0	CPB	1	1	711112	27	0
Col-0	CPB	1	1	711112	28	0
Col-0	CPB	1	1	711112	29	0
Col-0	CPB	1	1	711112	30	0
Col-0	CPB	1	1	711112	31	0
Col-0	CPB	1	1	711112	32	0
Col-0	CPB	1	1	711112	33	0
Col-0	CPB	1	1	711112	34	0
Col-0	CPB	1	1	711112	35	0
Col-0	CPB	1	1	711112	36	0
Col-0	CPB	1	1	711112	37	0
Col-0	CPB	1	1	711112	38	0
Col-0	CPB	1	1	711112	39	0
Col-0	CPB	1	1	711112	40	0
Col-0	CPB	1	1	711112	41	71
Col-0	CPB	1	1	711112	42	1721
Col-0	CPB	1	1	711112	43	4084
Col-0	CPB	1	1	711112	44	4880
Col-0	CPB	1	1	711112	45	7127
Col-0	CPB	1	1	711112	46	10538
Col-0	CPB	1	1	711112	47	16078
Col-0	CPB	1	1	711112	48	25618
Col-0	CPB	1	1	711112	49	40850
Col-0	CPB	1	1	711112	50	82863
Col-0	CPB	1	1	711112	51	103483
Col-0	CPB	1	1	711112	52	145245
Col-0	CPB	1	1	711112	53	94015
Col-0	CPB	1	1	711112	54	70159
Col-0	CPB	1	1	711112	55	41240
Col-0	CPB	1	1	711112	56	18809
Col-0	CPB	1	1	711112	57	11889
Col-0	CPB	1	1	711112	58	7838
Col-0	CPB	1	1	711112	59	4469
Col-0	CPB	1	1	711112	60	1856
Col-0	CPB	1	1	711112	61	2454
Col-0	CPB	1	1	711112	62	1598
Col-0	CPB	1	1	711112	63	1307
Col-0	CPB	1	1	711112	64	1242
Col-0	CPB	1	1	711112	65	1240
Col-0	CPB	1	1	711112	66	920
Col-0	CPB	1	1	711112	67	679
Col-0	CPB	1	1	711112	68	914
Col-0	CPB	1	1	711112	69	634
Col-0	CPB	1	1	711112	70	455
Col-0	CPB	1	1	711112	71	486
Col-0	CPB	1	1	711112	72	444
Col-0	CPB	1	1	711112	73	544
Col-0	CPB	1	1	711112	74	423
Col-0	CPB	1	1	711112	75	387
Col-0	CPB	1	1	711112	76	378
Col-0	CPB	1	1	711112	77	535
Col-0	CPB	1	1	711112	78	275
Col-0	CPB	1	1	711112	79	142
Col-0	CPB	1	1	711112	80	401
Col-0	CPB	1	1	711112	81	311
Col-0	CPB	1	1	711112	82	226
Col-0	CPB	1	1	711112	83	385
Col-0	CPB	1	1	711112	84	253
Col-0	CPB	1	1	711112	85	282
Col-0	CPB	1	1	711112	86	174
Col-0	CPB	1	1	711112	87	240
Col-0	CPB	1	1	711112	88	252
Col-0	CPB	1	1	711112	89	288
Col-0	CPB	1	1	711112	90	149
Col-0	CPB	1	1	711112	91	251
Col-0	CPB	1	1	711112	92	8
Col-0	CPB	1	1	711112	93	2
Col-0	CPB	1	1	711112	94	0
Col-0	CPB	1	1	711112	95	0
Col-0	CPB	1	1	711112	96	0
Col-0	CPB	1	1	711112	97	0
Col-0	CPB	1	1	711112	98	0
Col-0	CPB	1	1	711112	99	0
Col-0	CPB	1	1	711112	100	0
Col-0	CPB	1	1	711112	101	0
Col-0	CPB	1	1	711112	102	0
Col-0	CPB	1	1	711112	103	0
Col-0	CPB	1	1	711112	104	0
Col-0	CPB	1	1	711112	105	0
Col-0	CPB	1	1	711112	106	0
Col-0	CPB	1	1	711112	107	0
Col-0	CPB	1	1	711112	108	0
Col-0	CPB	1	1	711112	109	0
Col-0	CPB	1	1	711112	110	0
Col-0	CPB	1	1	711112	111	0
Col-0	CPB	1	1	711112	112	0
Col-0	CPB	1	1	711112	113	0
Col-0	CPB	1	1	711112	114	0
Col-0	CPB	1	1	711112	115	0
Col-0	CPB	1	1	711112	116	0
Col-0	CPB	1	1	711112	117	0
Col-0	CPB	1	1	711112	118	0
Col-0	CPB	1	1	711112	119	0
Col-0	CPB	1	1	711112	120	0
Col-0	CPB	1	1	711112	121	0
Col-0	CPB	1	1	711112	122	0
Col-0	CPB	1	1	711112	123	0
Col-0	CPB	1	1	711112	124	0
Col-0	CPB	1	1	711112	125	0
Col-0	CPB	1	1	711112	126	0
Col-0	CPB	1	1	711112	127	0
Col-0	CPB	1	1	711112	128	0
Col-0	CPB	1	1	711112	129	0
Col-0	CPB	1	1	711112	130	0
Col-0	CPB	1	1	711112	131	0
Col-0	CPB	1	1	711112	132	0
Col-0	CPB	1	1	711112	133	0
Col-0	CPB	1	1	711112	134	0
Col-0	CPB	1	1	711112	135	0
Col-0	CPB	1	1	711112	136	0
Col-0	CPB	1	1	711112	137	0
Col-0	CPB	1	1	711112	138	0
Col-0	CPB	1	1	711112	139	0
Col-0	CPB	1	1	711112	140	0
Col-0	CPB	1	1	711112	141	0
Col-0	CPB	1	1	711112	142	0
Col-0	CPB	1	1	711112	143	0
Col-0	CPB	1	1	711112	144	0
Col-0	CPB	1	1	711112	145	0
Col-0	CPB	1	1	711112	146	0
Col-0	CPB	1	1	711112	147	0
Col-0	CPB	1	1	711112	148	0
Col-0	CPB	1	1	711112	149	0
Col-0	CPB	1	1	711112	150	0
Col-0	CPB	1	1	711112	151	0
Col-0	CPB	1	1	711112	152	0
Col-0	CPB	1	1	711112	153	0
Col-0	CPB	1	1	711112	154	0
Col-0	CPB	1	1	711112	155	0
Col-0	CPB	1	1	711112	156	0
Col-0	CPB	1	1	711112	157	0
Col-0	CPB	1	1	711112	158	0
Col-0	CPB	1	1	711112	159	0
Col-0	CPB	1	1	711112	160	0
Col-0	CPB	1	1	711112	161	0
Col-0	CPB	1	1	711112	162	0
Col-0	CPB	1	1	711112	163	0
Col-0	CPB	1	1	711112	164	0
Col-0	CPB	1	1	711112	165	0
Col-0	CPB	1	1	711112	166	0
Col-0	CPB	1	1	711112	167	0
Col-0	CPB	1	1	711112	168	0
Col-0	CPB	1	1	711112	169	0
Col-0	CPB	1	1	711112	170	0
Col-0	CPB	1	1	711112	171	0
Col-0	CPB	1	1	711112	172	0
Col-0	CPB	1	1	711112	173	0
Col-0	CPB	1	1	711112	174	0
Col-0	CPB	1	1	711112	175	0
Col-0	CPB	1	1	711112	176	0
Col-0	CPB	1	1	711112	177	0
Col-0	CPB	1	1	711112	178	0
Col-0	CPB	1	1	711112	179	0
Col-0	CPB	3	1	1266474	0	0
Col-0	CPB	3	1	1266474	1	0
Col-0	CPB	3	1	1266474	2	0
Col-0	CPB	3	1	1266474	3	0
Col-0	CPB	3	1	1266474	4	0
Col-0	CPB	3	1	1266474	5	0
Col-0	CPB	3	1	1266474	6	0
Col-0	CPB	3	1	1266474	7	0
Col-0	CPB	3	1	1266474	8	1
Col-0	CPB	3	1	1266474	9	0
Col-0	CPB	3	1	1266474	10	0
Col-0	CPB	3	1	1266474	11	0
Col-0	CPB	3	1	1266474	12	1
Col-0	CPB	3	1	1266474	13	3
Col-0	CPB	3	1	1266474	14	2
Col-0	CPB	3	1	1266474	15	16
Col-0	CPB	3	1	1266474	16	16
Col-0	CPB	3	1	1266474	17	53
Col-0	CPB	3	1	1266474	18	78
Col-0	CPB	3	1	1266474	19	82
Col-0	CPB	3	1	1266474	20	95
Col-0	CPB	3	1	1266474	21	107
Col-0	CPB	3	1	1266474	22	193
Col-0	CPB	3	1	1266474	23	303
Col-0	CPB	3	1	1266474	24	249
Col-0	CPB	3	1	1266474	25	365
Col-0	CPB	3	1	1266474	26	373
Col-0	CPB	3	1	1266474	27	403
Col-0	CPB	3	1	1266474	28	452
Col-0	CPB	3	1	1266474	29	480
Col-0	CPB	3	1	1266474	30	280
Col-0	CPB	3	1	1266474	31	566
Col-0	CPB	3	1	1266474	32	1001
Col-0	CPB	3	1	1266474	33	802
Col-0	CPB	3	1	1266474	34	1804
Col-0	CPB	3	1	1266474	35	2648
Col-0	CPB	3	1	1266474	36	3018
Col-0	CPB	3	1	1266474	37	2786
Col-0	CPB	3	1	1266474	38	3972
Col-0	CPB	3	1	1266474	39	3606
Col-0	CPB	3	1	1266474	40	2415
Col-0	CPB	3	1	1266474	41	2398
Col-0	CPB	3	1	1266474	42	4911
Col-0	CPB	3	1	1266474	43	9083
Col-0	CPB	3	1	1266474	44	10950
Col-0	CPB	3	1	1266474	45	16540
Col-0	CPB	3	1	1266474	46	23913
Col-0	CPB	3	1	1266474	47	42243
Col-0	CPB	3	1	1266474	48	94184
Col-0	CPB	3	1	1266474	49	161052
Col-0	CPB	3	1	1266474	50	255259
Col-0	CPB	3	1	1266474	51	202454
Col-0	CPB	3	1	1266474	52	176641
Col-0	CPB	3	1	1266474	53	91650
Col-0	CPB	3	1	1266474	54	55879
Col-0	CPB	3	1	1266474	55	35266
Col-0	CPB	3	1	1266474	56	16270
Col-0	CPB	3	1	1266474	57	9641
Col-0	CPB	3	1	1266474	58	6565
Col-0	CPB	3	1	1266474	59	4263
Col-0	CPB	3	1	1266474	60	1881
Col-0	CPB	3	1	1266474	61	2552
Col-0	CPB	3	1	1266474	62	1649
Col-0	CPB	3	1	1266474	63	1371
Col-0	CPB	3	1	1266474	64	1387
Col-0	CPB	3	1	1266474	65	1299
Col-0	CPB	3	1	1266474	66	961
Col-0	CPB	3	1	1266474	67	739
Col-0	CPB	3	1	1266474	68	898
Col-0	CPB	3	1	1266474	69	627
Col-0	CPB	3	1	1266474	70	519
Col-0	CPB	3	1	1266474	71	548
Col-0	CPB	3	1	1266474	72	507
Col-0	CPB	3	1	1266474	73	594
Col-0	CPB	3	1	1266474	74	398
Col-0	CPB	3	1	1266474	75	423
Col-0	CPB	3	1	1266474	76	377
Col-0	CPB	3	1	1266474	77	575
Col-0	CPB	3	1	1266474	78	288
Col-0	CPB	3	1	1266474	79	107
Col-0	CPB	3	1	1266474	80	458
Col-0	CPB	3	1	1266474	81	284
Col-0	CPB	3	1	1266474	82	236
Col-0	CPB	3	1	1266474	83	470
Col-0	CPB	3	1	1266474	84	284
Col-0	CPB	3	1	1266474	85	298
Col-0	CPB	3	1	1266474	86	170
Col-0	CPB	3	1	1266474	87	238
Col-0	CPB	3	1	1266474	88	308
Col-0	CPB	3	1	1266474	89	322
Col-0	CPB	3	1	1266474	90	138
Col-0	CPB	3	1	1266474	91	223
Col-0	CPB	3	1	1266474	92	11
Col-0	CPB	3	1	1266474	93	2
Col-0	CPB	3	1	1266474	94	0
Col-0	CPB	3	1	1266474	95	0
Col-0	CPB	3	1	1266474	96	0
Col-0	CPB	3	1	1266474	97	0
Col-0	CPB	3	1	1266474	98	0
Col-0	CPB	3	1	1266474	99	0
Col-0	CPB	3	1	1266474	100	0
Col-0	CPB	3	1	1266474	101	0
Col-0	CPB	3	1	1266474	102	0
Col-0	CPB	3	1	1266474	103	0
Col-0	CPB	3	1	1266474	104	0
Col-0	CPB	3	1	1266474	105	0
Col-0	CPB	3	1	1266474	106	0
Col-0	CPB	3	1	1266474	107	0
Col-0	CPB	3	1	1266474	108	0
Col-0	CPB	3	1	1266474	109	0
Col-0	CPB	3	1	1266474	110	0
Col-0	CPB	3	1	1266474	111	0
Col-0	CPB	3	1	1266474	112	0
Col-0	CPB	3	1	1266474	113	0
Col-0	CPB	3	1	1266474	114	0
Col-0	CPB	3	1	1266474	115	0
Col-0	CPB	3	1	1266474	116	0
Col-0	CPB	3	1	1266474	117	0
Col-0	CPB	3	1	1266474	118	0
Col-0	CPB	3	1	1266474	119	0
Col-0	CPB	3	1	1266474	120	0
Col-0	CPB	3	1	1266474	121	0
Col-0	CPB	3	1	1266474	122	0
Col-0	CPB	3	1	1266474	123	0
Col-0	CPB	3	1	1266474	124	0
Col-0	CPB	3	1	1266474	125	0
Col-0	CPB	3	1	1266474	126	0
Col-0	CPB	3	1	1266474	127	0
Col-0	CPB	3	1	1266474	128	0
Col-0	CPB	3	1	1266474	129	0
Col-0	CPB	3	1	1266474	130	0
Col-0	CPB	3	1	1266474	131	0
Col-0	CPB	3	1	1266474	132	0
Col-0	CPB	3	1	1266474	133	0
Col-0	CPB	3	1	1266474	134	0
Col-0	CPB	3	1	1266474	135	0
Col-0	CPB	3	1	1266474	136	0
Col-0	CPB	3	1	1266474	137	0
Col-0	CPB	3	1	1266474	138	0
Col-0	CPB	3	1	1266474	139	0
Col-0	CPB	3	1	1266474	140	0
Col-0	CPB	3	1	1266474	141	0
Col-0	CPB	3	1	1266474	142	0
Col-0	CPB	3	1	1266474	143	0
Col-0	CPB	3	1	1266474	144	0
Col-0	CPB	3	1	1266474	145	0
Col-0	CPB	3	1	1266474	146	0
Col-0	CPB	3	1	1266474	147	0
Col-0	CPB	3	1	1266474	148	0
Col-0	CPB	3	1	1266474	149	0
Col-0	CPB	3	1	1266474	150	0
Col-0	CPB	3	1	1266474	151	0
Col-0	CPB	3	1	1266474	152	0
Col-0	CPB	3	1	1266474	153	0
Col-0	CPB	3	1	1266474	154	0
Col-0	CPB	3	1	1266474	155	0
Col-0	CPB	3	1	1266474	156	0
Col-0	CPB	3	1	1266474	157	0
Col-0	CPB	3	1	1266474	158	0
Col-0	CPB	3	1	1266474	159	0
Col-0	CPB	3	1	1266474	160	0
Col-0	CPB	3	1	1266474	161	0
Col-0	CPB	3	1	1266474	162	0
Col-0	CPB	3	1	1266474	163	0
Col-0	CPB	3	1	1266474	164	0
Col-0	CPB	3	1	1266474	165	0
Col-0	CPB	3	1	1266474	166	0
Col-0	CPB	3	1	1266474	167	0
Col-0	CPB	3	1	1266474	168	0
Col-0	CPB	3	1	1266474	169	0
Col-0	CPB	3	1	1266474	170	0
Col-0	CPB	3	1	1266474	171	0
Col-0	CPB	3	1	1266474	172	0
Col-0	CPB	3	1	1266474	173	0
Col-0	CPB	3	1	1266474	174	0
Col-0	CPB	3	1	1266474	175	0
Col-0	CPB	3	1	1266474	176	0
Col-0	CPB	3	1	1266474	177	0
Col-0	CPB	3	1	1266474	178	0
Col-0	CPB	3	1	1266474	179	0
Col-0	CPB	5	1	1520047	0	0
Col-0	CPB	5	1	1520047	1	0
Col-0	CPB	5	1	1520047	2	0
Col-0	CPB	5	1	1520047	3	0
Col-0	CPB	5	1	1520047	4	0
Col-0	CPB	5	1	1520047	5	0
Col-0	CPB	5	1	1520047	6	0
Col-0	CPB	5	1	1520047	7	0
Col-0	CPB	5	1	1520047	8	0
Col-0	CPB	5	1	1520047	9	0
Col-0	CPB	5	1	1520047	10	0
Col-0	CPB	5	1	1520047	11	0
Col-0	CPB	5	1	1520047	12	0
Col-0	CPB	5	1	1520047	13	0
Col-0	CPB	5	1	1520047	14	0
Col-0	CPB	5	1	1520047	15	0
Col-0	CPB	5	1	1520047	16	0
Col-0	CPB	5	1	1520047	17	0
Col-0	CPB	5	1	1520047	18	0
Col-0	CPB	5	1	1520047	19	0
Col-0	CPB	5	1	1520047	20	0
Col-0	CPB	5	1	1520047	21	1
Col-0	CPB	5	1	1520047	22	23
Col-0	CPB	5	1	1520047	23	174
Col-0	CPB	5	1	1520047	24	201
Col-0	CPB	5	1	1520047	25	347
Col-0	CPB	5	1	1520047	26	854
Col-0	CPB	5	1	1520047	27	1198
Col-0	CPB	5	1	1520047	28	1119
Col-0	CPB	5	1	1520047	29	1340
Col-0	CPB	5	1	1520047	30	800
Col-0	CPB	5	1	1520047	31	1422
Col-0	CPB	5	1	1520047	32	1488
Col-0	CPB	5	1	1520047	33	1305
Col-0	CPB	5	1	1520047	34	1802
Col-0	CPB	5	1	1520047	35	2798
Col-0	CPB	5	1	1520047	36	2697
Col-0	CPB	5	1	1520047	37	1347
Col-0	CPB	5	1	1520047	38	2650
Col-0	CPB	5	1	1520047	39	2105
Col-0	CPB	5	1	1520047	40	1733
Col-0	CPB	5	1	1520047	41	1497
Col-0	CPB	5	1	1520047	42	2059
Col-0	CPB	5	1	1520047	43	3670
Col-0	CPB	5	1	1520047	44	6292
Col-0	CPB	5	1	1520047	45	12854
Col-0	CPB	5	1	1520047	46	28445
Col-0	CPB	5	1	1520047	47	60959
Col-0	CPB	5	1	1520047	48	123751
Col-0	CPB	5	1	1520047	49	209883
Col-0	CPB	5	1	1520047	50	322483
Col-0	CPB	5	1	1520047	51	231526
Col-0	CPB	5	1	1520047	52	200379
Col-0	CPB	5	1	1520047	53	107711
Col-0	CPB	5	1	1520047	54	64793
Col-0	CPB	5	1	1520047	55	46437
Col-0	CPB	5	1	1520047	56	22386
Col-0	CPB	5	1	1520047	57	14282
Col-0	CPB	5	1	1520047	58	9995
Col-0	CPB	5	1	1520047	59	5419
Col-0	CPB	5	1	1520047	60	2205
